10.1.1.1,test3.hrecordtest.com
10.7.148.207,dev.otadmc.hmckmc.co.kr
10.7.159.111,dev-developer.hyundai.com
10.7.159.112,dev-hdm.ota.hmckmc.co.kr
10.7.160.25,drivingexperience-stgmgmt.hyundaimotorgroup.com
10.7.160.27,staging-www-c.kia.kia.com
10.7.160.57,stg.happ.hyundai.com
10.7.160.66,dev-dcsiapi.kia.co.kr
10.7.160.81,dmqied.hmckmc.co.kr
10.7.160.84,concur-proxy-dev.hyundai.net
10.7.160.137,dihdev.hyundaimotorgroup.com
10.7.160.147,dev-api.hive-talk.com
10.7.160.214,dcmstreaming-dev.hmckmc.co.kr
10.7.160.215,dcmthumb-dev.hmckmc.co.kr
10.7.161.36,d-rtocsp.hmckmc.co.kr
10.7.161.61,dev-gauss-scomo.ccs-hkmc.com
10.8.106.100,hive-live-cdn-h101-yangjae.hyundai.net
10.9.26.164,msg.kia.co.kr
10.9.26.229,msg.hmc.co.kr
10.9.27.210,pss.hmc.co.kr
10.9.27.212,pss2.hmc.co.kr
10.9.27.214,pss3.hmc.co.kr
10.9.27.216,pss4.hmc.co.kr
10.9.49.51,bti.kia.co.kr
10.9.74.217,bti.hmc.co.kr
10.9.78.212,human.hmc.co.kr
10.10.8.10,control-vdi.hmckmc.co.kr
10.10.8.110,lcontrol-vdi.hmckmc.co.kr
10.10.10.10,taas-pbv.hmc.co.kr
10.10.10.15,desc1.hrecordtest.com
10.10.12.30,10.10.12.30
10.10.12.31,10.10.12.31
10.10.16.30,devipss.hmc.co.kr
10.10.16.48,10.10.16.48
dr-dns01.hyundai-motor.com
10.10.16.66,hkmcdr.hmc.co.kr
10.10.16.109,dr-dns02.hyundai-motor.com
10.10.16.201,tstmqs.kia.co.kr
10.10.17.123,miisdev.hmckmc.co.kr
10.10.17.130,msos03.kiaintra.com
mqsosadm03.kiaintra.com
mqsos03.kiaintra.com
10.10.17.151,ver-tcti01.hmc.co.kr
10.10.17.152,ver-tapi.hmc.co.kr
10.10.17.153,ver-tqms.hmc.co.kr
10.10.17.156,ver-tapp.hmc.co.kr
10.10.17.157,dev-tapp.hmc.co.kr
10.10.17.162,ver-tesb.hmc.co.kr
10.10.17.164,ver-tedu.hmc.co.kr
10.10.19.107,gtmsstg.hmckmc.co.kr
10.10.19.150,taps2.kia.co.kr
taps2.hmc.co.kr
10.10.19.152,oss.taps2.kia.co.kr
10.10.19.159,slmdev.hmckmc.co.kr
10.10.19.186,testblog.hyundai.co.kr
test.hyundai.co.kr
10.10.19.209,qsvc02.kia.co.kr
sos03.kia.co.kr
10.10.19.237,dev-www.kia.com
dev-kiaadmin.kia.com
10.10.33.58,tstksw.kia.co.kr
tstrs.kia.co.kr
10.10.33.60,gcmsoodev.hmckmc.co.kr
10.10.33.61,hsbidev.hmckmc.co.kr
10.10.33.91,devotms.kiaintra.com
10.10.33.120,dkcsccndev.hmc.co.kr
dkcsadmdev.hmc.co.kr
10.10.33.121,dkcsctrdev.hmc.co.kr
10.10.33.122,dkcspshdev.hmc.co.kr
10.10.33.123,dkcsadmstg.hmc.co.kr
dkcsccnstg.hmc.co.kr
10.10.33.124,dkcsctrstg.hmc.co.kr
10.10.33.125,dkcspshstg.hmc.co.kr
10.10.33.137,ticms.hmckmc.co.kr
10.10.33.149,tstgsw.hmc.co.kr
10.10.33.157,dev-trucknbus.hyundai.com
10.10.33.195,myehrq.hmckmc.co.kr
10.10.34.23,dev-crms.hmc.co.kr
10.10.34.24,dev-crms.kia.co.kr
10.10.34.25,dev-em.hmc.co.kr
10.10.34.26,dev-em.kia.co.kr
10.10.34.27,analytics-dev.hmc.co.kr
10.10.34.28,analytics-dev.kia.co.kr
10.10.34.29,campaign-dev.hmc.co.kr
10.10.34.30,campaign-dev.kia.co.kr
10.10.34.34,vtoolsdev.hmckmc.co.kr
10.10.34.167,testesb.hmckmc.co.kr
10.10.34.189,ioniqrun2017.hyundai.com
10.10.34.192,tgpqm.hmc.co.kr
10.10.34.201,d-asims.hmc.co.kr
10.10.34.217,tstitsm.hmckmc.co.kr
10.10.34.222,geodev.hmc.co.kr
bomdev01.hmc.co.kr
gmdm.hmc.co.kr
tstgrms.hmckmc.co.kr
tstmaps.hmckmc.co.kr
10.10.35.21,tautopds.hmckmc.co.kr
tautopds.hmc.co.kr
10.10.35.24,ttapds.hmc.co.kr
10.10.35.29,tvisit.hmc.co.kr
tssem.hmc.co.kr
10.10.35.42,blusos03.hmc.co.kr
qsvc02.hmc.co.kr
hmbsos03.hmc.co.kr
10.10.35.145,tautocowork.hmc.co.kr
tautoepws.hmc.co.kr
tautopartner.hmckmc.co.kr
tautoepws.hmckmc.co.kr
tautocowork.hmckmc.co.kr
tautoapproval.hmckmc.co.kr
tautoportlet.hmckmc.co.kr
trndwebservice.hmckmc.co.kr
tautoone.hmc.co.kr
trndpartner.hmc.co.kr
trndwebservice.hmc.co.kr
tautopartner.hmc.co.kr
tautoapproval.hmc.co.kr
tautoportlet.hmc.co.kr
10.10.35.168,hmcgsw.hmc.co.kr
10.10.35.177,devktong.kiaintra.com
10.10.35.213,dev2tstehr.hmckmc.co.kr
devtstehr.hmckmc.co.kr
devehr.hmckmc.co.kr
10.10.35.244,hkbpmqa.hmckmc.co.kr
10.10.36.55,devwww.hyundai.com
10.10.36.72,dkcsbthstg.hmc.co.kr
10.10.36.85,tsterpiims.hmckmc.co.kr
10.10.45.36,m.mtrm.hmc.co.kr
mtrmapp.hmc.co.kr
10.10.45.40,kospms.kia.co.kr
10.10.45.71,miis.hmckmc.co.kr
10.10.45.81,ifrs.hmc.co.kr
10.10.45.111,gmdm.hmckmc.co.kr
maps.hmckmc.co.kr
grms.hmckmc.co.kr
10.10.45.139,blusos01.hmc.co.kr
10.10.45.140,blusos02.hmc.co.kr
10.10.45.142,ircc01.hmc.co.kr
10.10.45.143,ircc02.hmc.co.kr
10.10.45.183,qsos.kia.co.kr
10.10.45.194,sams-auth0.hmckmc.co.kr
10.10.45.195,sams-auth1.hmckmc.co.kr
10.10.45.196,sams2.hmckmc.co.kr
mobilesams.hmckmc.co.kr
10.10.45.228,rsms.kia.co.kr
10.10.46.16,adm.young.hyundai.com
10.10.46.20,itsm.hmckmc.co.kr
10.10.46.64,oim1.hmckmc.co.kr
10.10.46.65,oim2.hmckmc.co.kr
10.10.46.66,report.hmckmc.co.kr
10.10.46.115,qlts.hmckmc.co.kr
10.10.46.144,tsfm.hmckmc.co.kr
10.10.46.161,gpqm.hmc.co.kr
10.10.46.186,boan.kia.co.kr
manual.hmckmc.co.kr
boan.hmc.co.kr
10.10.47.18,vocas.kiaintra.com
10.10.47.64,usmwbp02.hmc.co.kr
10.10.47.67,usmwbp01.hmc.co.kr
10.10.47.103,srms.hmckmc.co.kr
10.10.47.126,oss.aps2.hmc.co.kr
10.10.47.127,oss.aps2.kia.co.kr
10.10.47.146,gcc2g.hmc.co.kr
10.10.47.152,pami.hmckmc.co.kr
pami.hkmc.co.kr
10.10.47.155,grims.hkmc.co.kr
10.10.47.159,gcms.hmckmc.co.kr
10.10.47.160,mqsosadm.kiaintra.com
10.10.47.249,gms.gbic.hmc.co.kr
kms.kari.hmc.co.kr
10.10.47.253,ddas.hmckmc.co.kr
10.10.48.46,realstudio.hmc.co.kr
10.10.48.96,vcdm.hmckmc.co.kr
10.10.48.97,10.10.48.97
10.10.48.112,pthome.hmckmc.co.kr
10.10.48.125,autopds.hmckmc.co.kr
autopds.hmc.co.kr
10.10.48.148,cvfmea.hmc.co.kr
10.10.48.172,stis.hmckmc.co.kr
10.10.48.180,elms.hmc.co.kr
10.10.48.188,pws.elmscollector.hmc.co.kr
elmscollector.hmc.co.kr
10.10.48.198,ssem.hmc.co.kr
10.10.48.219,vdmsspotfire.hmckmc.co.kr
10.10.48.240,mautopdsviewer.hmc.co.kr
mautopds.hmc.co.kr
mantopds.hmc.co.kr
10.10.49.26,crms.hmc.co.kr
10.10.49.40,crms.kia.co.kr
10.10.49.47,campaign.hmc.co.kr
10.10.49.56,campaign.kia.co.kr
10.10.49.64,analytics.hmc.co.kr
10.10.54.88,iems.hmc.co.kr
gems.hmc.co.kr
esms.hmc.co.kr
10.10.54.203,p3dp.hmc.co.kr
10.10.56.79,erpiims.hmckmc.co.kr
10.10.56.80,erpiimspec01.hmckmc.co.kr
10.10.57.98,tech.hmc.co.kr
10.10.61.21,hctipapp01.hmc.co.kr
10.10.61.22,hctipapp02.hmc.co.kr
10.10.61.23,harspapp01.hmc.co.kr
10.10.61.24,harspapp02.hmc.co.kr
10.10.61.25,harspapp03.hmc.co.kr
10.10.61.26,h-realrec01.hmc.co.kr
10.10.61.27,h-realrec02.hmc.co.kr
10.10.61.28,h-realrec03.hmc.co.kr
10.10.61.29,hctidapp01.hmc.co.kr
h-dev-realrec.hmc.co.kr
h-realdev.hmc.co.kr
10.10.61.33,h-dev-rtg.hmc.co.kr
10.10.61.37,h-webfax.hmc.co.kr
10.10.61.38,h-webfaxdev.hmc.co.kr
10.10.61.39,hmgwpapp01.hmc.co.kr
10.10.61.40,hmgwpapp02.hmc.co.kr
10.10.61.41,hmgwpapp03.hmc.co.kr
10.10.61.42,hmgwpapp04.hmc.co.kr
10.10.61.43,hmgwpapp05.hmc.co.kr
10.10.61.44,hmgwpapp06.hmc.co.kr
10.10.61.45,hmgwpapp07.hmc.co.kr
10.10.61.46,hmgwpapp08.hmc.co.kr
10.10.61.47,hmgwpapp09.hmc.co.kr
10.10.61.48,hmgwpapp10.hmc.co.kr
10.10.61.49,hmgwpapp11.hmc.co.kr
10.10.61.50,hmgwpapp12.hmc.co.kr
10.10.61.51,hmgwdapp01.hmc.co.kr
10.10.61.52,hmgwpovoc01.hmc.co.kr
10.10.61.53,hmgwpovoc02.hmc.co.kr
10.10.61.54,sip.hmc.co.kr
hsippapp01.hmc.co.kr
10.10.61.55,hsippapp02.hmc.co.kr
sip.hmc.co.kr
10.10.61.56,hsipdapp01.hmc.co.kr
10.10.61.74,h-stg-realrec01.hmc.co.kr
10.10.61.75,h-stg-realrec02.hmc.co.kr
10.10.61.77,hsipqapp01.hmc.co.kr
sipqa.hmc.co.kr
10.10.61.78,sipqa.hmc.co.kr
hsipqapp02.hmc.co.kr
10.10.64.35,khelper.kia.co.kr
10.10.64.40,khelpersearch.kia.co.kr
10.10.64.70,kcc01.kia.co.kr
kerms.kia.co.kr
kcc02.kia.co.kr
10.10.64.121,hhelpersearch.hmc.co.kr
10.10.71.17,cc.kia.co.kr.kia.co.kr
10.10.72.25,tblupass.hyundai.com
tsms.hmc.co.kr
tdts.hyundai.com
tcdts.hyundai.com
10.10.72.52,gbidevsso.hmckmc.co.kr
gbidev.hmc.co.kr
10.10.72.91,gdsdims.globalserviceway.com
10.10.73.113,irim.hmc.co.kr
irim.kia.co.kr
10.10.74.43,gbi.kia.com
erm.hmc.co.kr
gbisso.hmckmc.co.kr
gbi.hyundai.com
10.10.75.12,tapp.hmc.co.kr
10.10.75.13,tedu.hmc.co.kr
10.10.75.18,tapi.hmc.co.kr
10.10.75.24,ccbss.hmc.co.kr
10.10.75.58,tfax.hmc.co.kr
10.10.75.84,tcti01.hmc.co.kr
10.10.75.85,tcti02.hmc.co.kr
10.10.75.86,tqm.hmc.co.kr
tvrs.hmc.co.kr
10.10.75.87,thyperion.hmc.co.kr
tecams.hmc.co.kr
10.10.75.127,voc.hmckmc.co.kr
ideabank.hmckmc.co.kr
itideabank.hmckmc.co.kr
10.10.75.189,dkcsgicaqa.genesis.com
10.10.77.249,conf7.hmc.co.kr
10.10.78.38,autoway.hmjrd.com
10.10.79.80,mail2.kia-partners.com
10.10.79.81,mail2.kia-partners.com
10.10.79.82,mail2.kia-partners.com
10.10.79.83,mail2.kia-partners.com
10.10.79.93,mail2.kia-partners.com
10.10.79.94,mail2.kia-partners.com
10.10.81.83,hqpwdmgr.hyundai.com
hqpwdmgr.hmc.co.kr
10.10.81.150,rotem.hyundai.net
10.10.81.151,hyscousa.hyundai.net
10.10.81.182,srsps.hmc.co.kr
srspsdemo.hmc.co.kr
10.10.81.183,sroos.hmc.co.kr
10.10.84.13,branch.kia.co.kr
10.10.84.109,dkcsgica1.genesis.com
dkcsgica1.genesis-dkc2.com
10.10.84.119,adadmdev.hmckmc.co.kr
developerdev.hmckmc.co.kr
10.10.84.122,dkcsgica1.hyundai-dkc2.com
10.10.84.129,dkcsgicaqa.kia-dkc2.com
10.10.84.158,testbranch.kia.co.kr
testbranch.hyundai.com
10.10.84.215,trafficmgt.hmc.co.kr
10.10.84.228,gtms.hmckmc.co.kr
10.10.84.234,dkcsgica1.kia-dkc2.com
10.10.86.91,simssync.kia.co.kr.kia.co.kr
10.10.86.120,rgsm.hmc.co.kr
10.10.86.144,pfweb.hyundai.com
10.10.86.147,pfview.hyundai.com
10.10.87.134,cckms.hyundai.com
10.10.96.87,ade-jenk.hmckmc.co.kr
10.10.102.128,etrade.glovis.net
edi.glovis.net
10.10.102.181,10.10.102.181
10.10.102.200,vpn.kia.co.kr
10.10.102.234,gpms.hmc.co.kr
10.10.103.26,cm.autoever.com
10.10.104.126,stg.hmc.co.kr
10.10.106.28,hmg-ise-03.hyundai.net
10.10.107.66,conf16.hmc.co.kr
10.10.107.104,conftest.hyundai.com
confgccc.hyundai.com
10.10.107.107,confdb.hyundai.com
10.10.107.108,confadmin.hyundai.com
10.10.107.110,confsd.hyundai.com
vc.hyundai.com
10.10.107.111,confsd1.hyundai.com
10.10.107.112,confsd2.hyundai.com
10.10.108.31,hatis.autoever.com
10.10.108.73,hdm.hyundai.com
ewms.hyundai.com
10.10.108.120,gps.hyundai.com
10.10.108.189,autopedia.hmckmc.co.kr
10.10.108.195,dp.autoever.com
10.10.111.1,10.10.111.1
10.10.111.1\(hysco\032internal\032m\)
10.10.111.11,10.10.111.11
10.10.112.106,admhmbs.hyundai.com
admkbc.kia.com
10.10.112.112,gbimeta.hmckmc.co.kr
10.10.112.113,gbidq.hkmc.co.kr
gbidq.hmckmc.co.kr
10.10.113.124,sfs.kia.co.kr
10.10.113.154,admin.bluemembers.co.kr
www.bluemembers.co.kr
admin.test.qmembers.co.kr
admin.test.blumembers.co.kr
admin.qmembers.com
www.qmembers.com
admin.bluemembers.com
www.bluemembers.com
test.qmembers.co.kr
test.blumembers.co.kr
qmembers.com
qmembers.co.kr
bluemembers.com
bluemembers.co.kr
10.10.113.177,tstcc.hmc.co.kr
10.10.114.20,i-sams.autoever.com
10.10.114.70,gapm.autoever.com
10.10.114.72,tgapm.autoever.com
10.10.114.178,campusstg.autoever.com
campusstgadmin.autoever.com
10.10.116.25,eis.bontec.com
10.10.117.20,ehr.wia.co.kr
ehr.hyundai-wia.com
eim.wia.co.kr
10.10.117.21,r3pdb.hyundai-wia.com
10.10.117.22,r3pap1.wia.co.kr
r3pap1.hyundai-wia.com
10.10.117.23,r3pap2.wia.co.kr
r3pap2.hyundai-wia.com
10.10.117.25,wis.hyundai-wia.co.kr
r3pap3.wia.co.kr
wis.hyundai-wia.com
10.10.117.29,erparch.wia.co.kr
10.10.117.88,genian.wia.co.kr
10.10.117.99,gwerpsvc.wia.co.kr
10.10.117.107,wgerppa01.wia.co.kr
10.10.117.108,wgerppa03.wia.co.kr
10.10.117.109,wgerppa02.wia.co.kr
10.10.117.110,wgerpdd01.wia.co.kr
10.10.117.111,wgadspd01.wia.co.kr
10.10.117.114,wgerpqd01.wia.co.kr
10.10.117.115,wgerpqa01.wia.co.kr
10.10.117.116,wgsolpd01.wia.co.kr
10.10.117.124,gateguard.wia.co.kr
10.10.117.146,dmes.wia.co.kr
10.10.117.165,wiz.wia.co.kr
10.10.117.171,dta.wia.co.kr
10.10.117.186,wis.wia.co.kr
10.10.117.230,hipis.wia.co.kr
10.10.117.251,mfp.wia.co.kr
10.10.118.7,ecm.glovis.net
10.10.118.10,gcctv.glovis.net
10.10.118.28,ec.glovis.net
10.10.118.31,iacs.glovis.net
10.10.118.32,edoc.glovis.net
10.10.118.34,gcmstemp.glovis.net
10.10.118.55,vhms.glovis.net
10.10.118.70,geai.glovis.net
10.10.118.77,conf.glovis.net
10.10.118.108,bi.glovis.net
10.10.118.119,devbp.glovis.net
devba.glovis.net
10.10.118.127,toslog.glovis.net
10.10.118.191,ssoap.glovis.net
10.10.119.21,sign.hyundai-transys.com
10.10.119.23,ep.hyundai-transys.com
10.10.119.24,legacy.hyundai-transys.com
10.10.119.70,drm.hyundai-transys.com
drm.powertech.co.kr
mgw.hyundai-transys.com
10.10.119.76,ets.hyundai-transys.com
wpb.hyundai-transys.com
10.10.119.78,esf.powertech.co.kr
10.10.119.80,alm.hyundai-transys.com
10.10.119.81,itsmd.hyundai-transys.com
10.10.119.82,saphrdev.hyundai-transys.com
10.10.119.86,itsm.powertech.co.kr
itsm.hyundai-transys.com
10.10.119.88,ethicsdev.hyundai-transys.com
10.10.119.95,dev.hyundai-transys.com
10.10.119.105,dckd.hyundai-transys.com
10.10.119.107,otpauth.hyundai-transys.com
otpauth.powertech.co.kr
10.10.119.110,ssotest.powertechchn.com
ssotest.powertechmexico.com
ssotest.powertechamerica.com
10.10.119.130,gsipdev.hyundai-transys.com
10.10.119.132,ecmdta.hyundai-transys.com
10.10.119.137,drawingdev.hyundai-transys.com
10.10.119.148,ipmstest.powertech.co.kr
10.10.119.149,usb.hyundai-transys.com
10.10.119.150,esf.hyundai-transys.com
10.10.121.140,autodocsmedia.hmc.co.kr
10.10.121.147,autodocsstream.hmc.co.kr
10.10.122.15,grhqadpm.hyundai-gucc.com
10.10.122.16,grhqadpm01.hyundai-gucc.com
10.10.122.17,grhqadpm02.hyundai-gucc.com
10.10.122.21,grhqmp1fe01.hyundai-gucc.com
lyncpool01.hyundai-gucc.com
10.10.122.22,lyncpool01.hyundai-gucc.com
grhqmp1fe02.hyundai-gucc.com
10.10.122.23,grhqmp1fe03.hyundai-gucc.com
lyncpool01.hyundai-gucc.com
10.10.122.24,lyncpool01.hyundai-gucc.com
grhqmp1fe04.hyundai-gucc.com
10.10.122.25,grhqmp2fe01.hyundai-gucc.com
lyncpool02.hyundai-gucc.com
10.10.122.26,lyncpool02.hyundai-gucc.com
grhqmp2fe02.hyundai-gucc.com
10.10.122.27,grhqmp2fe03.hyundai-gucc.com
lyncpool02.hyundai-gucc.com
10.10.122.28,lyncpool02.hyundai-gucc.com
grhqmp2fe04.hyundai-gucc.com
lyncdiscover.ihl.co.kr
lyncdiscover.partecs.co.kr
lyncdiscover.hyundai-rotem.co.kr
joinlync01.hyundai-gucc.com
lyncweb01.hyundai-gucc.com
lyncdiscover.powertech.co.kr
lyncdiscoverinternal.tranixcorp.com
lyncdiscover.tranixcorp.com
lyncdiscoverinternal.h-greenpower.co.kr
lyncdiscover.h-greenpower.co.kr
lyncdiscoverinternal.hyundaimotor.ph
lyncdiscover.hyundaimotor.ph
lyncdiscoverinternal.hyundaiwia-rus.com
lyncdiscover.hyundaiwia-rus.com
lyncdiscoverinternal.htwoguangzhou.com
lyncdiscover.htwoguangzhou.com
lyncdiscoverinternal.powertech.co.kr
lyncdiscoverinternal.ge-powertech.co.kr
lyncdiscover.hyundai-dymos.com
lyncdiscoverinternal.hyundai-dymos.com
lyncdiscoverinternal.rotemsrs.co.kr
lyncdiscover.rotemsrs.co.kr
lyncdiscover.hyundai-transys.cn
lyncdiscoverinternal.hyundai-transys.cn
lyncdiscover.hyundai-transys.com
lyncdiscover.dymos.in
lyncdiscoverinternal.ge.hyundai-transys.com
lyncdiscover.ge.hyundai-transys.com
lyncdiscoverinternal.hyundai-transys.com
lyncdiscoverinternal.glovis-partner.net
lyncdiscoverinternal.hyundai-wia.com
lyncdiscoverinternal.hyundai-metia.com
lyncdiscoverinternal.ihl.co.kr
lyncdiscoverinternal.partecs.co.kr
lyncdiscoverinternal.hyundai-autron.com
lyncdiscoverinternal.kiatigers.co.kr
lyncdiscover.kiatigers.co.kr
lyncdiscoverinternal.hyundai-rotem.co.kr
lyncdiscoverinternal.glovis.net
lyncdiscover.glovis.net
lyncdiscoverinternal.hyundai-wisco.com
lyncdiscover.hyundai-wisco.com
lyncdiscoverinternal.kefico.co.kr
lyncdiscover.hyundai-autron.com
lyncdiscover.hyundai-wia.com
lyncdiscover.hyundai-metia.com
lyncdiscover.kefico.co.kr
lyncdiscover.hyundai-ngv.com
lyncdiscoverinternal.hyundai-autoever.com
lyncdiscover.hyundai-autoever.com
lyncdiscover.hyundai-mseat.com
joinlync02.hyundai-gucc.com
lyncweb02.hyundai-gucc.com
lyncdiscoverinternal.motras.co.kr
lyncdiscover.unitus.co.kr
lyncdiscoverinternal.unitus.co.kr
lyncdiscoverinternal.hyundai-imc.com
lyncdiscover.hyundai-imc.com
lyncdiscoverinternal.hyundai-isc.com
lyncdiscover.hyundai-isc.com
lyncdiscoverinternal.hyundai-itc.com
lyncdiscover.hyundai-itc.com
lyncdiscoverinternal.hmgics.com
lyncdiscover.hmgics.com
lyncdiscoverinternal.hyundai-ifc.com
lyncdiscover.hyundai-autoever.mx
lyncdiscoverinternal.hyundai-autoever.mx
lyncdiscoverinternal.hyundaiwia.mx
lyncdiscoverinternal.ict-companion.com
lyncdiscoverinternal.hw-turbo.com
lyncdiscoverinternal.hwi-turbo.com
lyncdiscover.hwi-turbo.com
lyncdiscover.innocean.com
lyncdiscoverinternal.innocean.com
lyncdiscoverinternal.hyundai-mseat.com
lyncdiscoverinternal.bngsteel.com
lyncdiscover.bngsteel.com
lyncdiscoverinternal.hyundai-ngv.com
10.10.122.61,grhqmedg.hyundai-gucc.com
grhqmedg01.hyundai-gucc.com
10.10.122.62,grhqmedg.hyundai-gucc.com
grhqmedg02.hyundai-gucc.com
10.10.122.63,grhqmedg.hyundai-gucc.com
grhqmedg03.hyundai-gucc.com
10.10.122.64,grhqmedg04.hyundai-gucc.com
grhqmedg.hyundai-gucc.com
10.10.122.67,grhqmowa.hyundai-gucc.com
10.10.122.68,grhqmowa01.hyundai-gucc.com
10.10.122.69,grhqmowa02.hyundai-gucc.com
10.10.122.71,grhqmapp01.hyundai-gucc.com
10.10.122.72,grhqmapp02.hyundai-gucc.com
10.10.122.73,grhqmnotify01.hyundai-gucc.com
10.10.122.74,grhqmadmin01.hyundai-gucc.com
10.10.122.75,grhqmfile01.hyundai-gucc.com
grhqfile01.hyundai-gucc.com
10.10.122.106,webinar.hyundai.net
10.10.123.75,sac.hmckmc.co.kr
10.10.123.108,gbi.hkmc.co.kr
10.10.123.119,ifas.hmc.co.kr
10.10.123.132,sacgw.hmckmc.co.kr
10.10.124.75,esm.hmckmc.co.kr
10.10.124.108,hslcs.hmc.co.kr
gps.hmc.co.kr
10.10.125.30,joinlync.hyundai-partners.com
lyncdiscoverinternal.genesis.com
lyncdiscoverinternal.hmjrd.com
joinlync.hmjrd.com
lyncdiscoverinternal.hyundai.com
lyncdiscoverinternal.kia-partners.com
joinlync.kia-partners.com
lyncdiscoverinternal.hyundai-partners.com
10.10.125.31,sip.kia-partners.com
sip.hyundai-partners.com
sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
10.10.125.32,sip.kia.com
sip.hmjrd.com
sip.kia-partners.com
sip.hyundai-partners.com
sip.hyundai.com
hqmlyncpool01.hyundai.com
10.10.125.33,sip.hyundai-partners.com
sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
sip.kia-partners.com
10.10.125.34,sip.kia-partners.com
sip.hyundai-partners.com
sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
10.10.125.35,sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
sip.kia-partners.com
sip.hyundai-partners.com
10.10.125.38,hqmlyncpool01.hyundai.com
sip.kia.com
sip.kia-partners.com
sip.hyundai-partners.com
sip.hmjrd.com
sip.hyundai.com
10.10.125.96,hqmlegpool01.hyundai.com
10.10.125.97,hqmlegpool01.hyundai.com
10.10.125.105,hmgrca01.hyundai-gucc.com
10.10.125.106,hmgsca01.hyundai-gucc.com
10.10.125.107,sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
sip.kia-partners.com
sip.hyundai-partners.com
10.10.125.108,sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
sip.kia-partners.com
sip.hyundai-partners.com
10.10.125.109,sip.kia-partners.com
sip.hyundai-partners.com
sip.hyundai.com
hqmlyncpool01.hyundai.com
sip.kia.com
sip.hmjrd.com
10.10.125.110,hqclyncpool01.hyundai.com
10.10.125.111,hqclyncpool01.hyundai.com
10.10.125.112,hqclyncpool01.hyundai.com
10.10.125.120,hqcintweb01.hyundai.com
hqcjoinlync.hyundai.com
10.10.125.121,webinar.hyundai.com
10.10.126.25,urobot.globalserviceway.com
10.10.126.126,mss.hyundai.net
soc.autoeversystems.com
10.10.127.24,g-itims.hmc.co.kr
isms.hmckmc.co.kr
10.10.127.27,repos.hkmc.co.kr
repos.hmckmc.co.kr
10.10.127.35,boan.hkmc.co.kr
10.10.127.126,stg2.hmc.co.kr
10.10.127.146,event.blumembers.com
10.10.127.187,road2kia.com
road2kia.co.kr
road2hyundai.com
road2hyundai.co.kr
kia.co.kr
10.10.128.50,fleet.hmc.co.kr
dmss.hmc.co.kr
fleet.kia.co.kr
dmss.kia.co.kr
10.10.131.22,compliance-dev.innocean.com
10.10.131.23,hr.innopot.com
hr.innopot.co.kr
10.10.131.27,eis.innopot.com
10.10.131.30,innomedia.co.kr
imax.innocean.com
nt.innopot.com
innooh.co.kr
www.innooh.co.kr
www.innomedia.co.kr
ooh.innomedia.co.kr
prt.innomedia.co.kr
10.10.131.31,test.innooh.com
test.innomedia.co.kr
test.innooh.co.kr
10.10.131.32,test.innopot.com
test.innopot.co.kr
discover-dev.innopot.com
discover-dev.innocean.com
10.10.131.35,conf.innopot.com
honors.innocean.com
membership.innocean.com
10.10.131.38,ica.innopot.co.kr
org-ica.innopot.com
10.10.131.39,eis-dev.innopot.com
10.10.131.40,inno-m-dev.innocean.com
crs.innopot.com
crs.innopot.co.kr
10.10.131.47,lib.innopot.com
10.10.131.53,ifrs.innopot.com
10.10.131.58,innopm-dev.innocean.com
10.10.131.63,test.euro.innopot.com
10.10.131.64,test.discover.innopot.com
10.10.131.66,test.innocean.co.kr
10.10.131.99,innsight.innopot.com
10.10.131.115,mailapps.innopot.com
10.10.131.116,ssodev.innopot.com
10.10.131.119,innowebmailprod.innopot.com
autodiscover.innopot.com
smtp.innopot.com
10.10.131.127,work-dev.innopot.com
portal.innocean.com
10.10.131.142,test.voe.innopot.com
10.10.131.145,innsight-dev.innopot.com
10.10.131.154,insightdev.innopot.com
10.10.131.159,lbi-dev.innopot.com
10.10.131.164,insight.innopot.com
10.10.131.165,bazaar.innopot.com
auction.innopot.com
10.10.131.194,ehr.innopot.com
10.10.131.195,card.innopot.com
10.10.131.198,discover.innopot.com
cyberbullyingvaccine.co.kr
cyberbullyingvaccine.com
www.cyberbullyingvaccine.co.kr
www.cyberbullyingvaccine.com
10.10.131.199,pump.innopot.com
10.10.131.201,mappr-dev.innopot.com
appr-dev.innopot.com
10.10.131.211,innooh-dev.innocean.com
10.10.131.215,sox.innopot.com
10.10.131.221,lbi.innopot.com
10.10.137.21,otp1.kefico.co.kr
10.10.137.22,otp2.kefico.co.kr
10.10.137.23,cms.hyundai-kefico.com
10.10.137.34,vmdmzcont01.hyundai-kefico.com
10.10.137.37,vmpjsappod01.hyundai-kefico.com
10.10.137.38,eai.hyundai-kefico.com
vmpjsappo01.hyundai-kefico.com
10.10.137.43,lms.kefico.co.kr
10.10.137.48,im.hyundai-kefico.com
10.10.137.73,kecos.kefico.co.kr
